assay,xponent_id,net_mfi,sample_type,standard_expected_concentration,units,bead_count,file_name
EGF,PltSet1 Std4,1775.25,standard,0.07421875,IU/ml,35,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
EGF,PltSet1 Std4,1606.75,standard,0.07421875,IU/ml,46,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
EGF,PltSet1 Std4,1790.25,standard,0.07421875,IU/ml,39,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
EGF,PltSet1 Std4,1643.75,standard,0.07421875,IU/ml,44,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
EGF,PltSet1 Std4,1708.25,standard,0.07421875,IU/ml,55,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
EGF,PltSet1 Std4,1729.25,standard,0.07421875,IU/ml,51,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
FLT3LG,PltSet1 Std4,843.083333333333,standard,0.5046875,IU/ml,63,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
FLT3LG,PltSet1 Std4,581.583333333333,standard,0.5046875,IU/ml,54,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
FLT3LG,PltSet1 Std4,895.083333333333,standard,0.5046875,IU/ml,66,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
FLT3LG,PltSet1 Std4,644.083333333333,standard,0.5046875,IU/ml,57,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
FLT3LG,PltSet1 Std4,609.583333333333,standard,0.5046875,IU/ml,38,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
FLT3LG,PltSet1 Std4,676.083333333333,standard,0.5046875,IU/ml,57,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
HGF,PltSet1 Std4,1147.91666666667,standard,5.99375,IU/ml,43,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
HGF,PltSet1 Std4,1089.91666666667,standard,5.99375,IU/ml,51,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
HGF,PltSet1 Std4,1099.91666666667,standard,5.99375,IU/ml,39,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
HGF,PltSet1 Std4,1131.41666666667,standard,5.99375,IU/ml,48,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
HGF,PltSet1 Std4,1213.91666666667,standard,5.99375,IU/ml,41,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
HGF,PltSet1 Std4,1183.91666666667,standard,5.99375,IU/ml,44,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL1R2,PltSet1 Std4,1786.66666666667,standard,556.8546875,pg/ml,49,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL1R2,PltSet1 Std4,1701.66666666667,standard,556.8546875,pg/ml,48,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL1R2,PltSet1 Std4,1747.66666666667,standard,556.8546875,pg/ml,49,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL1R2,PltSet1 Std4,1701.16666666667,standard,556.8546875,pg/ml,48,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL1R2,PltSet1 Std4,1799.66666666667,standard,556.8546875,pg/ml,38,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL1R2,PltSet1 Std4,1651.66666666667,standard,556.8546875,pg/ml,44,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL6,PltSet1 Std4,1422,standard,611.5265625,pg/ml,44,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL6,PltSet1 Std4,1109.5,standard,611.5265625,pg/ml,59,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL6,PltSet1 Std4,1433,standard,611.5265625,pg/ml,36,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL6,PltSet1 Std4,1163.5,standard,611.5265625,pg/ml,39,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL6,PltSet1 Std4,1290.5,standard,611.5265625,pg/ml,41,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL6,PltSet1 Std4,1258.5,standard,611.5265625,pg/ml,47,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC16,PltSet1 Std4,892,standard,279.440625,U/ml,47,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC16,PltSet1 Std4,866,standard,279.440625,U/ml,35,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC16,PltSet1 Std4,846,standard,279.440625,U/ml,41,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC16,PltSet1 Std4,888,standard,279.440625,U/ml,35,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC16,PltSet1 Std4,905,standard,279.440625,U/ml,42,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC16,PltSet1 Std4,943,standard,279.440625,U/ml,35,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
KLK3,PltSet1 Std4,3388.5,standard,2903.46875,IU/ml,51,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
KLK3,PltSet1 Std4,2494.5,standard,2903.46875,IU/ml,53,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
KLK3,PltSet1 Std4,3638,standard,2903.46875,IU/ml,44,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
KLK3,PltSet1 Std4,2622.5,standard,2903.46875,IU/ml,43,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
KLK3,PltSet1 Std4,2867,standard,2903.46875,IU/ml,40,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
KLK3,PltSet1 Std4,2799.5,standard,2903.46875,IU/ml,49,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
AFP,PltSet1 Std5,601.25,standard,144.548046875,pg/ml,43,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
AFP,PltSet1 Std5,503.75,standard,144.548046875,pg/ml,52,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
AFP,PltSet1 Std5,611.75,standard,144.548046875,pg/ml,38,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
AFP,PltSet1 Std5,555.75,standard,144.548046875,pg/ml,54,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
AFP,PltSet1 Std5,586.25,standard,144.548046875,pg/ml,35,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
AFP,PltSet1 Std5,577.25,standard,144.548046875,pg/ml,61,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
CCL20,PltSet1 Std5,418.916666666667,standard,23.617578125,pg/ml,47,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
CCL20,PltSet1 Std5,325.916666666667,standard,23.617578125,pg/ml,35,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
CCL20,PltSet1 Std5,419.916666666667,standard,23.617578125,pg/ml,39,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
CCL20,PltSet1 Std5,357.916666666667,standard,23.617578125,pg/ml,56,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
CCL20,PltSet1 Std5,346.916666666667,standard,23.617578125,pg/ml,38,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
CCL20,PltSet1 Std5,383.916666666667,standard,23.617578125,pg/ml,45,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
CXCL8,PltSet1 Std5,606.416666666667,standard,13043.14453125,pg/ml,43,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
CXCL8,PltSet1 Std5,465.416666666667,standard,13043.14453125,pg/ml,37,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
CXCL8,PltSet1 Std5,594.916666666667,standard,13043.14453125,pg/ml,46,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
CXCL8,PltSet1 Std5,497.416666666667,standard,13043.14453125,pg/ml,49,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
CXCL8,PltSet1 Std5,516.416666666667,standard,13043.14453125,pg/ml,45,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
CXCL8,PltSet1 Std5,523.416666666667,standard,13043.14453125,pg/ml,48,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
EGF,PltSet1 Std5,453.25,standard,0.0185546875,IU/ml,49,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
EGF,PltSet1 Std5,387.75,standard,0.0185546875,IU/ml,40,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
EGF,PltSet1 Std5,466.25,standard,0.0185546875,IU/ml,40,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
EGF,PltSet1 Std5,420.25,standard,0.0185546875,IU/ml,63,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
EGF,PltSet1 Std5,456.25,standard,0.0185546875,IU/ml,41,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
EGF,PltSet1 Std5,438.25,standard,0.0185546875,IU/ml,47,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
FLT3LG,PltSet1 Std5,222.583333333333,standard,0.126171875,IU/ml,66,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
FLT3LG,PltSet1 Std5,148.083333333333,standard,0.126171875,IU/ml,60,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
FLT3LG,PltSet1 Std5,231.083333333333,standard,0.126171875,IU/ml,53,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
FLT3LG,PltSet1 Std5,159.083333333333,standard,0.126171875,IU/ml,49,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
FLT3LG,PltSet1 Std5,175.083333333333,standard,0.126171875,IU/ml,39,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
FLT3LG,PltSet1 Std5,159.083333333333,standard,0.126171875,IU/ml,64,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
HGF,PltSet1 Std5,188.916666666667,standard,1.4984375,IU/ml,39,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
HGF,PltSet1 Std5,201.916666666667,standard,1.4984375,IU/ml,63,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
HGF,PltSet1 Std5,203.416666666667,standard,1.4984375,IU/ml,40,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
HGF,PltSet1 Std5,195.916666666667,standard,1.4984375,IU/ml,45,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
HGF,PltSet1 Std5,225.916666666667,standard,1.4984375,IU/ml,46,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
HGF,PltSet1 Std5,189.916666666667,standard,1.4984375,IU/ml,60,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL1R2,PltSet1 Std5,472.166666666667,standard,139.213671875,pg/ml,48,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL1R2,PltSet1 Std5,477.666666666667,standard,139.213671875,pg/ml,41,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL1R2,PltSet1 Std5,444.166666666667,standard,139.213671875,pg/ml,42,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL1R2,PltSet1 Std5,447.666666666667,standard,139.213671875,pg/ml,46,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL1R2,PltSet1 Std5,424.166666666667,standard,139.213671875,pg/ml,38,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL1R2,PltSet1 Std5,458.666666666667,standard,139.213671875,pg/ml,45,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL6,PltSet1 Std5,333.5,standard,152.881640625,pg/ml,35,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL6,PltSet1 Std5,261.5,standard,152.881640625,pg/ml,54,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL6,PltSet1 Std5,319.5,standard,152.881640625,pg/ml,35,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL6,PltSet1 Std5,261.5,standard,152.881640625,pg/ml,35,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL6,PltSet1 Std5,280,standard,152.881640625,pg/ml,38,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL6,PltSet1 Std5,293.5,standard,152.881640625,pg/ml,35,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC16,PltSet1 Std5,208,standard,69.86015625,U/ml,48,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC16,PltSet1 Std5,219,standard,69.86015625,U/ml,36,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC16,PltSet1 Std5,233,standard,69.86015625,U/ml,35,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC16,PltSet1 Std5,204,standard,69.86015625,U/ml,47,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC16,PltSet1 Std5,219.5,standard,69.86015625,U/ml,40,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC16,PltSet1 Std5,220,standard,69.86015625,U/ml,49,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
KLK3,PltSet1 Std5,857.5,standard,725.8671875,IU/ml,55,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
KLK3,PltSet1 Std5,799,standard,725.8671875,IU/ml,40,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
KLK3,PltSet1 Std5,926.5,standard,725.8671875,IU/ml,38,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
KLK3,PltSet1 Std5,625,standard,725.8671875,IU/ml,46,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
KLK3,PltSet1 Std5,782.5,standard,725.8671875,IU/ml,41,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
KLK3,PltSet1 Std5,764.5,standard,725.8671875,IU/ml,57,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
AFP,PltSet1 Std6,135.25,standard,36.13701171875,pg/ml,49,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
AFP,PltSet1 Std6,134.25,standard,36.13701171875,pg/ml,53,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
AFP,PltSet1 Std6,131.25,standard,36.13701171875,pg/ml,41,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
AFP,PltSet1 Std6,137.25,standard,36.13701171875,pg/ml,59,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
AFP,PltSet1 Std6,149.25,standard,36.13701171875,pg/ml,59,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
AFP,PltSet1 Std6,145.25,standard,36.13701171875,pg/ml,51,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
CCL20,PltSet1 Std6,86.9166666666667,standard,5.90439453125,pg/ml,49,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
CCL20,PltSet1 Std6,89.4166666666667,standard,5.90439453125,pg/ml,42,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
CCL20,PltSet1 Std6,97.9166666666667,standard,5.90439453125,pg/ml,35,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
CCL20,PltSet1 Std6,85.9166666666667,standard,5.90439453125,pg/ml,50,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
CCL20,PltSet1 Std6,96.9166666666667,standard,5.90439453125,pg/ml,55,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
CCL20,PltSet1 Std6,92.9166666666667,standard,5.90439453125,pg/ml,35,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
CXCL8,PltSet1 Std6,109.416666666667,standard,3260.7861328125,pg/ml,52,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
CXCL8,PltSet1 Std6,136.416666666667,standard,3260.7861328125,pg/ml,43,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
CXCL8,PltSet1 Std6,106.416666666667,standard,3260.7861328125,pg/ml,54,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
CXCL8,PltSet1 Std6,96.4166666666667,standard,3260.7861328125,pg/ml,49,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
CXCL8,PltSet1 Std6,114.916666666667,standard,3260.7861328125,pg/ml,64,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
CXCL8,PltSet1 Std6,110.416666666667,standard,3260.7861328125,pg/ml,49,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
EGF,PltSet1 Std6,106.75,standard,0.004638671875,IU/ml,54,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
EGF,PltSet1 Std6,112.25,standard,0.004638671875,IU/ml,36,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
EGF,PltSet1 Std6,100.25,standard,0.004638671875,IU/ml,51,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
EGF,PltSet1 Std6,109.25,standard,0.004638671875,IU/ml,53,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
EGF,PltSet1 Std6,97.75,standard,0.004638671875,IU/ml,50,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
EGF,PltSet1 Std6,118.25,standard,0.004638671875,IU/ml,47,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
FLT3LG,PltSet1 Std6,46.5833333333333,standard,0.03154296875,IU/ml,40,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
FLT3LG,PltSet1 Std6,38.5833333333333,standard,0.03154296875,IU/ml,48,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
FLT3LG,PltSet1 Std6,33.0833333333333,standard,0.03154296875,IU/ml,48,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
FLT3LG,PltSet1 Std6,35.5833333333333,standard,0.03154296875,IU/ml,66,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
FLT3LG,PltSet1 Std6,45.0833333333333,standard,0.03154296875,IU/ml,55,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
FLT3LG,PltSet1 Std6,40.5833333333333,standard,0.03154296875,IU/ml,76,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
HGF,PltSet1 Std6,33.9166666666667,standard,0.374609375,IU/ml,50,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
HGF,PltSet1 Std6,52.9166666666667,standard,0.374609375,IU/ml,35,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
HGF,PltSet1 Std6,40.9166666666667,standard,0.374609375,IU/ml,63,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
HGF,PltSet1 Std6,35.4166666666667,standard,0.374609375,IU/ml,68,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
HGF,PltSet1 Std6,45.4166666666667,standard,0.374609375,IU/ml,52,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
HGF,PltSet1 Std6,39.9166666666667,standard,0.374609375,IU/ml,57,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL1R2,PltSet1 Std6,107.666666666667,standard,34.80341796875,pg/ml,49,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL1R2,PltSet1 Std6,106.666666666667,standard,34.80341796875,pg/ml,57,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL1R2,PltSet1 Std6,121.166666666667,standard,34.80341796875,pg/ml,52,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL1R2,PltSet1 Std6,109.666666666667,standard,34.80341796875,pg/ml,69,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL1R2,PltSet1 Std6,123.166666666667,standard,34.80341796875,pg/ml,60,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL1R2,PltSet1 Std6,115.666666666667,standard,34.80341796875,pg/ml,57,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL6,PltSet1 Std6,67.5,standard,38.22041015625,pg/ml,53,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL6,PltSet1 Std6,50.5,standard,38.22041015625,pg/ml,35,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL6,PltSet1 Std6,70.5,standard,38.22041015625,pg/ml,64,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL6,PltSet1 Std6,60.5,standard,38.22041015625,pg/ml,55,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL6,PltSet1 Std6,55.5,standard,38.22041015625,pg/ml,35,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
IL6,PltSet1 Std6,63.5,standard,38.22041015625,pg/ml,43,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC16,PltSet1 Std6,53,standard,17.4650390625,U/ml,35,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC16,PltSet1 Std6,62.5,standard,17.4650390625,U/ml,40,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC16,PltSet1 Std6,59,standard,17.4650390625,U/ml,38,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC16,PltSet1 Std6,55,standard,17.4650390625,U/ml,35,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC16,PltSet1 Std6,49,standard,17.4650390625,U/ml,45,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC16,PltSet1 Std6,51,standard,17.4650390625,U/ml,55,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
KLK3,PltSet1 Std6,145.5,standard,181.466796875,IU/ml,45,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
KLK3,PltSet1 Std6,186.5,standard,181.466796875,IU/ml,43,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
KLK3,PltSet1 Std6,176.5,standard,181.466796875,IU/ml,54,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
KLK3,PltSet1 Std6,161,standard,181.466796875,IU/ml,50,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
KLK3,PltSet1 Std6,158.5,standard,181.466796875,IU/ml,50,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
KLK3,PltSet1 Std6,191.5,standard,181.466796875,IU/ml,54,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC1,PltSet2 Std1,17299,standard,33.1,U/ml,53,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC1,PltSet2 Std1,16636,standard,33.1,U/ml,53,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC1,PltSet2 Std1,16792,standard,33.1,U/ml,35,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC1,PltSet2 Std1,17329,standard,33.1,U/ml,61,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC1,PltSet2 Std1,16510,standard,33.1,U/ml,42,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC1,PltSet2 Std1,16478,standard,33.1,U/ml,55,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
OPN,PltSet2 Std1,33070.75,standard,264361.9,pg/ml,45,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
OPN,PltSet2 Std1,30670.75,standard,264361.9,pg/ml,35,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
OPN,PltSet2 Std1,32228.25,standard,264361.9,pg/ml,46,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
OPN,PltSet2 Std1,32170.75,standard,264361.9,pg/ml,39,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
OPN,PltSet2 Std1,30970.75,standard,264361.9,pg/ml,58,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
OPN,PltSet2 Std1,30774.75,standard,264361.9,pg/ml,64,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC1,PltSet2 Std2,11557.5,standard,8.275,U/ml,56,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC1,PltSet2 Std2,11491,standard,8.275,U/ml,35,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC1,PltSet2 Std2,11453,standard,8.275,U/ml,41,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC1,PltSet2 Std2,11609,standard,8.275,U/ml,45,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC1,PltSet2 Std2,11596,standard,8.275,U/ml,51,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC1,PltSet2 Std2,11018,standard,8.275,U/ml,61,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
OPN,PltSet2 Std2,18478.25,standard,66090.475,pg/ml,52,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
OPN,PltSet2 Std2,19297.75,standard,66090.475,pg/ml,49,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
OPN,PltSet2 Std2,17254.75,standard,66090.475,pg/ml,61,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
OPN,PltSet2 Std2,18443.75,standard,66090.475,pg/ml,35,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
OPN,PltSet2 Std2,18489.75,standard,66090.475,pg/ml,37,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
OPN,PltSet2 Std2,17836.75,standard,66090.475,pg/ml,47,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC1,PltSet2 Std3,3275,standard,2.06875,U/ml,51,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC1,PltSet2 Std3,3183,standard,2.06875,U/ml,51,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC1,PltSet2 Std3,3238,standard,2.06875,U/ml,45,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC1,PltSet2 Std3,3211.5,standard,2.06875,U/ml,36,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC1,PltSet2 Std3,3191,standard,2.06875,U/ml,41,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC1,PltSet2 Std3,3122,standard,2.06875,U/ml,49,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
OPN,PltSet2 Std3,5043.75,standard,16522.61875,pg/ml,59,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
OPN,PltSet2 Std3,5756.75,standard,16522.61875,pg/ml,45,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
OPN,PltSet2 Std3,4725.75,standard,16522.61875,pg/ml,42,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
OPN,PltSet2 Std3,5167.75,standard,16522.61875,pg/ml,37,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
OPN,PltSet2 Std3,5038.75,standard,16522.61875,pg/ml,42,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
OPN,PltSet2 Std3,5035.75,standard,16522.61875,pg/ml,41,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
MUC1,PltSet2 Std4,513.5,standard,0.5171875,U/ml,58,20220317_GammaLot_QC_Panel1_Plate1_20220318_134253.csv
